IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
204.110.220.82,80,443,true,PDX,North America,Portland,218,7.35
204.110.223.73,80,443,true,CMH,North America,Columbus,228,7.33
204.110.220.132,80,443,true,PDX,North America,Portland,201,7.33
204.110.221.64,80,443,true,SEA,North America,Seattle,196,7.32
18.192.214.17,443,443,true,FRA,Europe,Frankfurt,178,7.31
204.110.221.172,80,443,true,PDX,North America,Portland,208,7.31
204.110.221.94,80,443,true,PDX,North America,Portland,203,7.31
204.110.220.71,80,443,true,PDX,North America,Portland,203,7.30
204.110.223.180,80,443,true,CMH,North America,Columbus,219,7.30
204.110.221.105,80,443,true,SEA,North America,Seattle,199,7.29
67.226.222.60,80,443,true,CMH,North America,Columbus,215,7.28
204.110.220.98,80,443,true,SEA,North America,Seattle,235,7.28
204.110.220.122,80,443,true,PDX,North America,Portland,202,7.28
204.110.221.6,80,443,true,PDX,North America,Portland,200,7.28
67.226.222.225,80,443,true,CMH,North America,Columbus,215,7.27
67.226.222.133,80,443,true,CMH,North America,Columbus,216,7.27
204.110.223.97,80,443,true,CMH,North America,Columbus,220,7.27
204.110.220.62,80,443,true,PDX,North America,Portland,228,7.25
204.110.223.140,80,443,true,CMH,North America,Columbus,262,7.25
67.226.222.20,80,443,true,CMH,North America,Columbus,216,7.24
35.164.135.103,443,443,true,SEA,North America,Seattle,231,7.24
3.250.120.169,8443,443,true,DUB,Europe,Dublin,171,7.24
18.192.83.216,2053,443,true,FRA,Europe,Frankfurt,191,7.23
204.110.221.111,80,443,true,SEA,North America,Seattle,199,7.23
204.110.220.2,80,443,true,PDX,North America,Portland,203,7.23
204.110.221.106,80,443,true,PDX,North America,Portland,207,7.22
67.226.222.215,80,443,true,CMH,North America,Columbus,220,7.22
204.110.223.70,80,443,true,CMH,North America,Columbus,217,7.22
204.110.220.85,80,443,true,PDX,North America,Portland,205,7.21
204.110.221.31,80,443,true,SEA,North America,Seattle,212,7.21
204.110.223.194,80,443,true,CMH,North America,Columbus,215,7.21
67.226.223.240,443,443,true,CMH,North America,Columbus,220,7.20
3.138.102.146,443,443,true,ORD,North America,Chicago,219,7.20
204.110.220.75,80,443,true,SEA,North America,Seattle,201,7.20
204.110.221.39,80,443,true,PDX,North America,Portland,201,7.20
204.110.220.128,80,443,true,SEA,North America,Seattle,199,7.20
204.110.221.45,80,443,true,SEA,North America,Seattle,204,7.19
204.110.220.248,80,443,true,SEA,North America,Seattle,215,7.19
204.110.220.155,80,443,true,PDX,North America,Portland,200,7.19
204.110.223.11,80,443,true,CMH,North America,Columbus,243,7.19
204.110.220.171,80,443,true,PDX,North America,Portland,201,7.19
204.110.220.143,80,443,true,PDX,North America,Portland,219,7.18
204.110.221.30,80,443,true,PDX,North America,Portland,201,7.18
204.110.221.89,80,443,true,PDX,North America,Portland,208,7.18
204.110.221.13,80,443,true,PDX,North America,Portland,194,7.17
204.110.221.201,80,443,true,SEA,North America,Seattle,202,7.17
204.110.220.65,80,443,true,SEA,North America,Seattle,202,7.17
204.110.220.204,80,443,true,PDX,North America,Portland,238,7.16
204.110.221.50,80,443,true,SEA,North America,Seattle,208,7.15
204.110.221.168,80,443,true,PDX,North America,Portland,205,7.15
204.110.220.93,80,443,true,PDX,North America,Portland,202,7.14
204.110.221.226,80,443,true,PDX,North America,Portland,204,7.14
13.48.245.19,443,443,true,ARN,Europe,Stockholm,191,7.14
204.110.223.239,80,443,true,CMH,North America,Columbus,225,7.14
204.110.220.194,80,443,true,PDX,North America,Portland,204,7.13
204.110.220.6,80,443,true,SEA,North America,Seattle,195,7.13
16.24.96.56,8443,443,true,MRS,Europe,Marseille,237,7.13
16.24.96.56,2053,443,true,MRS,Europe,Marseille,240,7.12
204.110.221.233,80,443,true,PDX,North America,Portland,206,7.12
204.110.221.218,80,443,true,SEA,North America,Seattle,192,7.11
204.110.221.211,80,443,true,PDX,North America,Portland,204,7.10
18.224.177.250,443,443,true,CMH,North America,Columbus,219,7.09
204.110.223.181,80,443,true,CMH,North America,Columbus,222,7.09
3.99.173.70,2053,443,true,YUL,North America,Montréal,250,7.08
204.110.221.61,80,443,true,SEA,North America,Seattle,202,7.07
18.226.164.233,443,443,true,ORD,North America,Chicago,219,7.07
204.110.220.140,80,443,true,SEA,North America,Seattle,204,7.07
204.110.220.186,80,443,true,PDX,North America,Portland,196,7.07
204.110.223.99,80,443,true,CMH,North America,Columbus,218,7.06
204.110.220.201,80,443,true,PDX,North America,Portland,200,7.06
204.110.221.178,80,443,true,SEA,North America,Seattle,203,7.06
67.226.222.174,80,443,true,CMH,North America,Columbus,215,7.06
204.110.220.241,80,443,true,PDX,North America,Portland,209,7.05
204.110.221.193,80,443,true,PDX,North America,Portland,204,7.05
204.110.220.211,80,443,true,PDX,North America,Portland,208,7.04
67.226.222.42,80,443,true,CMH,North America,Columbus,226,7.04
18.192.152.35,8443,443,true,FRA,Europe,Frankfurt,169,7.03
67.226.222.100,80,443,true,CMH,North America,Columbus,220,7.03
204.110.220.59,80,443,true,PDX,North America,Portland,194,7.03
204.110.223.121,443,443,true,CMH,North America,Columbus,217,7.03
204.110.220.199,80,443,true,PDX,North America,Portland,201,7.03
204.110.221.91,80,443,true,SEA,North America,Seattle,205,7.03
204.110.223.98,80,443,true,CMH,North America,Columbus,216,7.03
204.110.221.117,80,443,true,PDX,North America,Portland,212,7.02
204.110.223.136,80,443,true,CMH,North America,Columbus,219,7.01
18.188.153.231,8443,443,true,CMH,North America,Columbus,216,7.01
204.110.223.214,80,443,true,CMH,North America,Columbus,237,7.01
204.110.223.38,80,443,true,CMH,North America,Columbus,217,7.00
204.110.220.45,80,443,true,PDX,North America,Portland,199,7.00
204.110.223.48,80,443,true,CMH,North America,Columbus,234,7.00
204.110.221.93,80,443,true,SEA,North America,Seattle,202,6.99
204.110.220.19,80,443,true,SEA,North America,Seattle,202,6.99
204.110.223.25,80,443,true,CMH,North America,Columbus,215,6.99
204.110.223.31,80,443,true,CMH,North America,Columbus,220,6.99
204.110.220.12,443,443,true,PDX,North America,Portland,203,6.99
204.110.221.81,80,443,true,PDX,North America,Portland,203,6.99
3.149.213.252,443,443,true,ORD,North America,Chicago,215,6.99
204.110.223.119,80,443,true,CMH,North America,Columbus,215,6.98
204.110.220.52,80,443,true,SEA,North America,Seattle,191,6.98
204.110.220.254,443,443,true,PDX,North America,Portland,203,6.97
204.110.223.60,80,443,true,CMH,North America,Columbus,219,6.97
67.226.222.85,80,443,true,CMH,North America,Columbus,219,6.97
204.110.223.150,80,443,true,CMH,North America,Columbus,219,6.96
204.110.221.242,80,443,true,PDX,North America,Portland,196,6.96
204.110.221.130,80,443,true,SEA,North America,Seattle,196,6.96
3.123.242.99,443,443,true,FRA,Europe,Frankfurt,175,6.96
204.110.221.127,80,443,true,PDX,North America,Portland,202,6.96
204.110.223.37,80,443,true,CMH,North America,Columbus,220,6.95
204.110.223.137,80,443,true,CMH,North America,Columbus,220,6.95
18.192.83.216,443,443,true,FRA,Europe,Frankfurt,170,6.95
204.110.220.183,80,443,true,SEA,North America,Seattle,195,6.95
204.110.220.96,80,443,true,PDX,North America,Portland,204,6.95
35.95.58.247,443,443,true,SEA,North America,Seattle,193,6.94
204.110.220.87,80,443,true,SEA,North America,Seattle,201,6.94
204.110.220.14,80,443,true,PDX,North America,Portland,212,6.94
34.217.61.60,443,443,true,SEA,North America,Seattle,201,6.94
34.220.46.70,443,443,true,SEA,North America,Seattle,204,6.94
204.110.223.185,80,443,true,CMH,North America,Columbus,216,6.93
204.110.220.158,80,443,true,SEA,North America,Seattle,206,6.93
18.222.25.211,443,443,true,ORD,North America,Chicago,215,6.92
204.110.221.63,80,443,true,PDX,North America,Portland,201,6.92
204.110.223.30,80,443,true,CMH,North America,Columbus,219,6.92
204.110.223.152,80,443,true,CMH,North America,Columbus,222,6.92
204.110.223.20,80,443,true,CMH,North America,Columbus,246,6.91
204.110.221.104,80,443,true,SEA,North America,Seattle,191,6.90
204.110.223.21,443,443,true,CMH,North America,Columbus,215,6.90
15.222.26.240,2053,443,true,YUL,North America,Montréal,241,6.90
34.216.1.12,443,443,true,SEA,North America,Seattle,196,6.90
204.110.223.124,80,443,true,CMH,North America,Columbus,228,6.90
204.110.220.244,80,443,true,PDX,North America,Portland,202,6.89
204.110.223.69,80,443,true,CMH,North America,Columbus,227,6.89
204.110.220.21,80,443,true,SEA,North America,Seattle,201,6.89
204.110.220.107,80,443,true,PDX,North America,Portland,197,6.89
15.223.72.108,8443,443,true,YUL,North America,Montréal,256,6.88
204.110.223.233,443,443,true,CMH,North America,Columbus,241,6.88
52.59.113.141,8443,443,true,FRA,Europe,Frankfurt,183,6.88
204.110.220.206,443,443,true,PDX,North America,Portland,204,6.87
204.110.223.233,80,443,true,CMH,North America,Columbus,219,6.87
3.22.95.190,443,443,true,ORD,North America,Chicago,238,6.86
67.226.222.2,80,443,true,CMH,North America,Columbus,220,6.86
204.110.223.86,80,443,true,CMH,North America,Columbus,216,6.86
204.110.223.219,80,443,true,CMH,North America,Columbus,216,6.85
35.95.178.68,443,443,true,SEA,North America,Seattle,201,6.85
204.110.223.4,80,443,true,CMH,North America,Columbus,220,6.85
204.110.221.202,80,443,true,SEA,North America,Seattle,197,6.84
44.241.54.108,443,443,true,PDX,North America,Portland,201,6.84
204.110.220.8,80,443,true,PDX,North America,Portland,217,6.83
204.110.223.59,80,443,true,CMH,North America,Columbus,219,6.83
204.110.221.235,80,443,true,PDX,North America,Portland,232,6.83
204.110.220.147,80,443,true,PDX,North America,Portland,219,6.83
18.216.190.249,443,443,true,ORD,North America,Chicago,226,6.82
204.110.220.86,80,443,true,SEA,North America,Seattle,208,6.82
204.110.223.74,80,443,true,CMH,North America,Columbus,219,6.81
204.110.223.162,80,443,true,CMH,North America,Columbus,220,6.80
204.110.223.165,80,443,true,CMH,North America,Columbus,228,6.80
204.110.223.36,80,443,true,CMH,North America,Columbus,222,6.79
67.226.222.56,80,443,true,CMH,North America,Columbus,219,6.79
204.110.223.132,80,443,true,CMH,North America,Columbus,219,6.78
204.110.221.140,80,443,true,SEA,North America,Seattle,203,6.78
204.110.223.63,80,443,true,CMH,North America,Columbus,216,6.78
204.110.223.7,80,443,true,CMH,North America,Columbus,215,6.77
204.110.221.149,80,443,true,PDX,North America,Portland,202,6.77
3.135.190.140,443,443,true,ORD,North America,Chicago,219,6.75
204.110.220.231,80,443,true,PDX,North America,Portland,204,6.75
204.110.223.54,80,443,true,CMH,North America,Columbus,219,6.74
204.110.220.58,80,443,true,PDX,North America,Portland,202,6.73
67.226.222.6,80,443,true,CMH,North America,Columbus,228,6.73
204.110.221.163,80,443,true,PDX,North America,Portland,200,6.73
204.110.221.62,80,443,true,PDX,North America,Portland,192,6.73
15.223.72.108,2053,443,true,YUL,North America,Montréal,250,6.72
67.226.222.234,80,443,true,CMH,North America,Columbus,216,6.72
204.110.223.101,80,443,true,CMH,North America,Columbus,235,6.72
204.110.220.165,80,443,true,PDX,North America,Portland,194,6.72
204.110.221.166,80,443,true,PDX,North America,Portland,210,6.71
204.110.223.93,80,443,true,CMH,North America,Columbus,223,6.71
67.226.222.185,80,443,true,CMH,North America,Columbus,215,6.71
204.110.221.223,80,443,true,PDX,North America,Portland,199,6.71
204.110.223.226,80,443,true,CMH,North America,Columbus,225,6.70
204.110.220.127,80,443,true,PDX,North America,Portland,201,6.70
204.110.223.24,80,443,true,CMH,North America,Columbus,238,6.70
34.214.107.101,443,443,true,SEA,North America,Seattle,194,6.70
204.110.220.70,80,443,true,SEA,North America,Seattle,204,6.69
67.226.222.106,80,443,true,CMH,North America,Columbus,218,6.69
204.110.220.176,80,443,true,SEA,North America,Seattle,194,6.69
204.110.223.178,80,443,true,CMH,North America,Columbus,241,6.68
204.110.223.45,80,443,true,CMH,North America,Columbus,232,6.67
3.149.255.1,443,443,true,ORD,North America,Chicago,257,6.67
34.219.184.54,443,443,true,SEA,North America,Seattle,204,6.66
204.110.223.104,80,443,true,CMH,North America,Columbus,219,6.64
204.110.220.5,80,443,true,SEA,North America,Seattle,213,6.63
204.110.220.11,80,443,true,PDX,North America,Portland,207,6.63
204.110.223.175,80,443,true,CMH,North America,Columbus,219,6.63
204.110.223.222,80,443,true,CMH,North America,Columbus,227,6.63
18.119.141.30,443,443,true,ORD,North America,Chicago,227,6.62
204.110.220.246,80,443,true,PDX,North America,Portland,216,6.61
204.110.223.121,80,443,true,CMH,North America,Columbus,216,6.60
204.110.220.154,80,443,true,PDX,North America,Portland,199,6.57
204.110.221.212,80,443,true,SEA,North America,Seattle,209,6.57
3.98.54.22,8443,443,true,YUL,North America,Montréal,253,6.56
204.110.220.11,443,443,true,SEA,North America,Seattle,202,6.56
204.110.220.139,80,443,true,PDX,North America,Portland,201,6.56
15.223.1.84,8443,443,true,YUL,North America,Montréal,250,6.55
34.215.158.23,443,443,true,SEA,North America,Seattle,195,6.54
204.110.223.113,80,443,true,CMH,North America,Columbus,222,6.53
204.110.223.149,80,443,true,CMH,North America,Columbus,215,6.52
15.222.245.142,2053,443,true,YUL,North America,Montréal,249,6.51
204.110.223.218,80,443,true,CMH,North America,Columbus,227,6.51
204.110.223.191,80,443,true,CMH,North America,Columbus,217,6.50
204.110.221.204,80,443,true,SEA,North America,Seattle,203,6.50
35.159.155.251,443,443,true,FRA,Europe,Frankfurt,170,6.49
204.110.223.221,80,443,true,CMH,North America,Columbus,219,6.48
204.110.223.196,80,443,true,CMH,North America,Columbus,216,6.48
204.110.223.173,80,443,true,CMH,North America,Columbus,217,6.46
204.110.223.213,80,443,true,CMH,North America,Columbus,224,6.46
204.110.223.139,80,443,true,CMH,North America,Columbus,228,6.45
204.110.221.143,80,443,true,PDX,North America,Portland,217,6.45
52.60.49.91,443,443,true,YUL,North America,Montréal,247,6.45
15.157.62.190,80,443,true,YUL,North America,Montréal,248,6.45
204.110.223.21,80,443,true,CMH,North America,Columbus,215,6.44
204.110.223.217,80,443,true,CMH,North America,Columbus,219,6.44
204.110.223.203,80,443,true,CMH,North America,Columbus,220,6.43
15.157.62.167,443,443,true,YUL,North America,Montréal,262,6.43
15.222.245.142,8443,443,true,YUL,North America,Montréal,247,6.42
3.99.184.129,443,443,true,YUL,North America,Montréal,240,6.42
204.110.223.103,80,443,true,CMH,North America,Columbus,216,6.42
204.110.223.204,80,443,true,CMH,North America,Columbus,222,6.41
204.110.220.89,80,443,true,PDX,North America,Portland,205,6.40
204.110.223.149,443,443,true,CMH,North America,Columbus,219,6.39
3.97.9.28,80,443,true,YUL,North America,Montréal,253,6.39
204.110.223.202,80,443,true,CMH,North America,Columbus,232,6.37
204.110.223.236,80,443,true,CMH,North America,Columbus,226,6.35
3.96.48.117,2053,443,true,YUL,North America,Montréal,241,6.35
18.118.23.65,443,443,true,ORD,North America,Chicago,262,6.34
204.110.223.77,80,443,true,CMH,North America,Columbus,220,6.33
18.192.152.35,2053,443,true,FRA,Europe,Frankfurt,191,6.32
3.141.31.165,443,443,true,ORD,North America,Chicago,241,6.31
3.12.123.77,443,443,true,ORD,North America,Chicago,245,6.29
15.223.1.84,2053,443,true,YUL,North America,Montréal,242,6.29
204.110.223.132,443,443,true,CMH,North America,Columbus,215,6.29
204.110.223.151,80,443,true,CMH,North America,Columbus,215,6.28
204.110.223.136,443,443,true,CMH,North America,Columbus,218,6.25
15.223.67.91,80,443,true,YUL,North America,Montréal,242,6.24
3.96.187.163,80,443,true,YUL,North America,Montréal,240,6.23
35.183.37.115,2053,443,true,YUL,North America,Montréal,250,6.22
204.110.223.12,80,443,true,CMH,North America,Columbus,217,6.19
204.110.220.228,80,443,true,PDX,North America,Portland,204,6.18
18.227.46.234,443,443,true,ORD,North America,Chicago,239,6.17
3.15.147.151,2083,443,true,CMH,North America,Columbus,217,6.16
204.110.223.242,80,443,true,CMH,North America,Columbus,218,6.14
204.110.223.89,80,443,true,CMH,North America,Columbus,216,6.13
204.110.223.232,80,443,true,CMH,North America,Columbus,216,6.12
15.223.1.101,443,443,true,YUL,North America,Montréal,249,6.12
204.110.223.64,80,443,true,CMH,North America,Columbus,233,6.08
35.91.145.171,443,443,true,SEA,North America,Seattle,219,6.08
18.190.127.150,443,443,true,ORD,North America,Chicago,220,6.08
3.250.120.169,2053,443,true,DUB,Europe,Dublin,192,6.04
204.110.221.155,80,443,true,SEA,North America,Seattle,205,6.01
204.110.223.186,80,443,true,CMH,North America,Columbus,220,5.99
204.110.223.47,80,443,true,CMH,North America,Columbus,217,5.99
35.88.84.11,443,443,true,SEA,North America,Seattle,194,5.98
3.17.187.154,443,443,true,ORD,North America,Chicago,234,5.97
34.221.180.10,443,443,true,SEA,North America,Seattle,240,5.95
67.226.222.82,80,443,true,CMH,North America,Columbus,219,5.95
35.87.45.57,443,443,true,SEA,North America,Seattle,259,5.95
204.110.221.88,80,443,true,SEA,North America,Seattle,201,5.94
15.157.62.190,443,443,true,YUL,North America,Montréal,248,5.93
15.157.59.78,2053,443,true,YUL,North America,Montréal,265,5.92
35.183.127.246,80,443,true,YUL,North America,Montréal,248,5.92
52.60.49.91,80,443,true,YUL,North America,Montréal,260,5.92
52.60.178.26,80,443,true,YUL,North America,Montréal,270,5.92
204.110.223.102,80,443,true,CMH,North America,Columbus,219,5.92
99.79.42.159,80,443,true,YUL,North America,Montréal,247,5.92
3.144.87.80,443,443,true,ORD,North America,Chicago,219,5.92
3.97.7.168,80,443,true,YUL,North America,Montréal,250,5.92
3.97.173.206,80,443,true,YUL,North America,Montréal,248,5.91
35.183.244.239,80,443,true,YUL,North America,Montréal,247,5.90
35.182.111.38,80,443,true,YUL,North America,Montréal,260,5.90
35.183.244.239,443,443,true,YUL,North America,Montréal,247,5.90
35.182.7.190,80,443,true,YUL,North America,Montréal,241,5.89
34.217.40.3,443,443,true,SEA,North America,Seattle,209,5.87
35.183.163.195,443,443,true,YUL,North America,Montréal,254,5.87
35.183.64.25,80,443,true,YUL,North America,Montréal,250,5.87
15.223.1.101,80,443,true,YUL,North America,Montréal,250,5.85
15.157.62.167,80,443,true,YUL,North America,Montréal,265,5.85
35.182.15.2,80,443,true,YUL,North America,Montréal,250,5.83
3.142.25.102,443,443,true,CMH,North America,Columbus,219,5.83
3.97.11.138,80,443,true,YUL,North America,Montréal,240,5.80
3.96.145.170,80,443,true,YUL,North America,Montréal,250,5.80
3.99.139.230,80,443,true,YUL,North America,Montréal,248,5.79
99.79.42.159,443,443,true,YUL,North America,Montréal,251,5.79
3.144.173.81,443,443,true,ORD,North America,Chicago,227,5.76
35.182.7.190,443,443,true,YUL,North America,Montréal,240,5.75
3.142.25.102,2053,443,true,CMH,North America,Columbus,220,5.75
99.79.64.163,80,443,true,YUL,North America,Montréal,260,5.75
3.97.11.138,443,443,true,YUL,North America,Montréal,240,5.74
35.87.49.196,443,443,true,SEA,North America,Seattle,215,5.74
35.163.148.217,443,443,true,SEA,North America,Seattle,218,5.74
204.110.223.65,80,443,true,CMH,North America,Columbus,219,5.72
15.157.59.78,8443,443,true,YUL,North America,Montréal,241,5.72
204.110.223.117,443,443,true,CMH,North America,Columbus,220,5.71
35.183.163.195,80,443,true,YUL,North America,Montréal,248,5.70
35.182.200.80,80,443,true,YUL,North America,Montréal,247,5.69
35.95.110.42,443,443,true,SEA,North America,Seattle,199,5.68
18.191.150.120,443,443,true,ORD,North America,Chicago,219,5.67
3.96.139.89,80,443,true,YUL,North America,Montréal,296,5.67
15.223.67.91,443,443,true,YUL,North America,Montréal,247,5.66
35.182.151.41,443,443,true,YUL,North America,Montréal,247,5.62
16.16.114.102,8443,443,true,ARN,Europe,Stockholm,202,5.62
204.110.221.144,80,443,true,SEA,North America,Seattle,203,5.62
16.24.82.102,2096,443,true,CDG,Europe,Paris,231,5.61
204.110.223.43,80,443,true,CMH,North America,Columbus,215,5.60
52.14.183.202,443,443,true,ORD,North America,Chicago,214,5.57
15.223.3.87,80,443,true,YUL,North America,Montréal,250,5.57
3.96.125.125,80,443,true,YUL,North America,Montréal,250,5.56
15.156.203.151,8443,443,true,DFW,North America,Dallas,240,5.50
3.96.142.174,80,443,true,YUL,North America,Montréal,249,5.49
67.226.222.25,80,443,true,CMH,North America,Columbus,237,5.48
15.223.120.193,80,443,true,YUL,North America,Montréal,250,5.46
18.224.8.140,443,443,true,ORD,North America,Chicago,219,5.45
35.183.209.56,80,443,true,YUL,North America,Montréal,250,5.44
35.93.146.208,443,443,true,DEN,North America,Denver,237,5.43
99.79.58.10,80,443,true,YUL,North America,Montréal,242,5.40
15.222.45.233,80,443,true,YUL,North America,Montréal,248,5.40
54.218.0.202,443,443,true,SEA,North America,Seattle,208,5.38
3.29.237.78,2053,443,true,MRS,Europe,Marseille,268,5.38
3.29.136.31,2053,443,true,MRS,Europe,Marseille,272,5.30
67.226.222.140,80,443,true,CMH,North America,Columbus,219,5.30
204.110.221.74,80,443,true,PDX,North America,Portland,199,5.29
3.96.146.64,8443,443,true,YUL,North America,Montréal,242,5.25
67.226.222.2,443,443,true,CMH,North America,Columbus,220,5.15
204.110.223.122,80,443,true,CMH,North America,Columbus,232,5.14
204.110.223.106,80,443,true,CMH,North America,Columbus,220,5.09
35.182.243.131,80,443,true,YUL,North America,Montréal,248,5.07
18.237.65.110,443,443,true,SEA,North America,Seattle,203,5.05
15.223.3.87,443,443,true,YUL,North America,Montréal,251,5.04
3.134.112.142,443,443,true,ORD,North America,Chicago,219,5.04
15.223.72.198,80,443,true,YUL,North America,Montréal,248,4.93
3.29.136.31,8443,443,true,MRS,Europe,Marseille,265,4.92
204.110.223.187,80,443,true,CMH,North America,Columbus,253,4.92
3.29.237.78,8443,443,true,MRS,Europe,Marseille,275,4.86
3.28.222.212,2053,443,true,MRS,Europe,Marseille,274,4.57
204.110.223.44,80,443,true,CMH,North America,Columbus,215,4.55
18.218.211.206,443,443,true,ORD,North America,Chicago,245,4.51
13.233.5.49,443,443,true,BOM,Asia Pacific,Mumbai,61,4.37
54.71.238.195,443,443,true,PDX,North America,Portland,202,4.36
204.110.223.117,80,443,true,CMH,North America,Columbus,227,4.32
3.28.222.212,8443,443,true,MRS,Europe,Marseille,272,4.32
3.144.34.107,443,443,true,ORD,North America,Chicago,259,4.29
54.68.222.89,443,443,true,SEA,North America,Seattle,200,4.29
18.237.0.123,443,443,true,SEA,North America,Seattle,194,4.17
34.208.221.169,443,443,true,SEA,North America,Seattle,195,4.17
18.133.253.214,8080,443,true,LHR,Europe,London,155,4.08
3.29.115.162,8443,443,true,MRS,Europe,Marseille,261,4.03
18.162.97.34,443,443,true,HKG,Asia Pacific,Hong Kong,35,4.01
52.26.42.12,443,443,true,SEA,North America,Seattle,200,4.00
204.110.223.215,80,443,true,CMH,North America,Columbus,217,3.69
3.139.106.25,443,443,true,ORD,North America,Chicago,219,3.63
3.144.29.184,443,443,true,ORD,North America,Chicago,220,3.60
3.145.34.236,443,443,true,ORD,North America,Chicago,237,3.52
35.89.148.121,443,443,true,SEA,North America,Seattle,201,3.46
3.129.62.243,443,443,true,ORD,North America,Chicago,254,3.32
3.12.150.225,443,443,true,ORD,North America,Chicago,247,3.32
3.149.233.104,443,443,true,ORD,North America,Chicago,228,3.27
3.139.86.233,443,443,true,ORD,North America,Chicago,244,3.26
18.218.72.178,443,443,true,ORD,North America,Chicago,215,3.20
18.216.154.76,443,443,true,ORD,North America,Chicago,215,3.17
35.182.227.99,443,443,false,YUL,North America,Montréal,247,3.16
3.96.145.1,443,443,false,YUL,North America,Montréal,249,3.15
3.137.200.94,443,443,true,ORD,North America,Chicago,219,3.12
52.15.121.26,443,443,true,ORD,North America,Chicago,227,3.10
3.148.103.77,443,443,true,ORD,North America,Chicago,250,2.79
3.7.108.69,443,443,true,BOM,Asia Pacific,Mumbai,59,2.75
3.96.146.64,2053,443,true,YUL,North America,Montréal,250,2.68
3.96.142.63,8443,443,true,DFW,North America,Dallas,250,2.62
35.85.61.122,443,443,true,SEA,North America,Seattle,195,2.56
