IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.53.132.96,8080,443,true,ARN,Europe,Stockholm,204,7.80
18.236.77.255,2053,443,true,PDX,North America,Portland,196,7.80
18.225.234.143,443,443,true,ORD,North America,Chicago,219,7.79
35.87.23.117,443,443,true,PDX,North America,Portland,200,7.79
35.92.225.246,443,443,true,SEA,North America,Seattle,192,7.78
18.188.96.213,443,443,true,ORD,North America,Chicago,217,7.78
3.138.32.235,443,443,true,ORD,North America,Chicago,220,7.77
204.110.221.32,80,443,true,PDX,North America,Portland,194,7.76
18.188.153.231,8443,443,true,CMH,North America,Columbus,218,7.76
18.221.66.190,443,443,true,ORD,North America,Chicago,219,7.76
18.157.168.173,8443,443,true,FRA,Europe,Frankfurt,172,7.75
54.203.85.46,443,443,true,PDX,North America,Portland,206,7.75
3.71.196.187,8080,443,true,FRA,Europe,Frankfurt,172,7.74
18.222.227.106,443,443,true,ORD,North America,Chicago,214,7.73
54.186.125.85,443,443,true,SEA,North America,Seattle,200,7.73
34.214.181.225,443,443,true,SEA,North America,Seattle,193,7.72
18.188.56.156,443,443,true,ORD,North America,Chicago,219,7.72
3.141.199.186,443,443,true,ORD,North America,Chicago,215,7.70
35.92.58.195,443,443,true,SEA,North America,Seattle,261,7.70
3.15.1.147,443,443,true,ORD,North America,Chicago,219,7.70
3.141.47.92,443,443,true,ORD,North America,Chicago,215,7.69
3.144.80.78,2053,443,true,CMH,North America,Columbus,215,7.69
35.87.217.230,8443,443,true,SEA,North America,Seattle,192,7.69
3.142.133.129,2053,443,true,CMH,North America,Columbus,219,7.68
18.222.59.28,443,443,true,ORD,North America,Chicago,219,7.67
3.147.65.179,443,443,true,ORD,North America,Chicago,232,7.67
204.110.221.167,80,443,true,PDX,North America,Portland,201,7.67
3.139.82.244,443,443,true,ORD,North America,Chicago,235,7.67
3.141.166.76,443,443,true,ORD,North America,Chicago,219,7.67
18.117.170.97,443,443,true,ORD,North America,Chicago,215,7.67
54.190.35.61,443,443,true,SEA,North America,Seattle,224,7.66
3.15.151.51,443,443,true,ORD,North America,Chicago,228,7.64
204.110.221.223,80,443,true,PDX,North America,Portland,199,7.63
3.144.252.126,443,443,true,ORD,North America,Chicago,227,7.63
35.90.71.84,443,443,true,SEA,North America,Seattle,201,7.63
204.110.220.109,80,443,true,PDX,North America,Portland,192,7.63
204.110.220.123,80,443,true,PDX,North America,Portland,201,7.63
44.243.6.128,443,443,true,SEA,North America,Seattle,234,7.62
3.143.247.93,443,443,true,ORD,North America,Chicago,215,7.61
3.138.184.131,443,443,true,ORD,North America,Chicago,215,7.58
3.145.184.116,443,443,true,ORD,North America,Chicago,219,7.58
54.191.140.236,443,443,true,SEA,North America,Seattle,194,7.57
34.213.125.194,2053,443,true,PDX,North America,Portland,202,7.56
54.187.208.39,2053,443,true,PDX,North America,Portland,205,7.55
18.218.117.87,2053,443,true,CMH,North America,Columbus,219,7.55
54.203.103.69,443,443,true,SEA,North America,Seattle,196,7.54
204.110.220.220,80,443,true,PDX,North America,Portland,204,7.54
18.191.154.252,443,443,true,ORD,North America,Chicago,219,7.53
204.110.220.206,443,443,true,PDX,North America,Portland,200,7.52
3.139.80.79,443,443,true,CMH,North America,Columbus,220,7.52
204.110.221.130,80,443,true,PDX,North America,Portland,213,7.52
204.110.221.60,80,443,true,PDX,North America,Portland,203,7.51
18.194.96.140,2053,443,true,FRA,Europe,Frankfurt,198,7.51
54.191.205.160,443,443,true,SEA,North America,Seattle,193,7.51
18.118.151.135,443,443,true,ORD,North America,Chicago,220,7.50
67.226.222.225,80,443,true,CMH,North America,Columbus,215,7.49
3.139.104.140,80,443,true,CMH,North America,Columbus,216,7.49
204.110.223.133,80,443,true,CMH,North America,Columbus,215,7.49
204.110.223.234,80,443,true,CMH,North America,Columbus,219,7.49
35.91.13.108,443,443,true,SEA,North America,Seattle,193,7.49
204.110.223.73,80,443,true,CMH,North America,Columbus,227,7.49
34.219.212.139,443,443,true,SEA,North America,Seattle,201,7.49
34.219.63.229,443,443,true,SEA,North America,Seattle,202,7.48
3.149.250.183,443,443,true,ORD,North America,Chicago,219,7.48
54.71.128.89,443,443,true,PDX,North America,Portland,195,7.46
204.110.223.93,80,443,true,CMH,North America,Columbus,220,7.46
3.14.133.218,443,443,true,ORD,North America,Chicago,220,7.46
204.110.220.67,80,443,true,PDX,North America,Portland,204,7.46
204.110.223.106,80,443,true,CMH,North America,Columbus,228,7.46
204.110.223.225,80,443,true,CMH,North America,Columbus,215,7.45
35.95.253.201,80,443,true,PDX,North America,Portland,193,7.45
54.187.254.255,443,443,true,SEA,North America,Seattle,196,7.45
3.14.11.204,443,443,true,ORD,North America,Chicago,219,7.44
34.209.245.213,443,443,true,SEA,North America,Seattle,214,7.44
67.226.222.242,80,443,true,CMH,North America,Columbus,215,7.44
3.14.3.76,443,443,true,ORD,North America,Chicago,219,7.44
204.110.221.6,80,443,true,PDX,North America,Portland,196,7.43
3.149.25.140,443,443,true,ORD,North America,Chicago,227,7.42
34.217.119.17,443,443,true,PDX,North America,Portland,194,7.42
67.226.222.43,80,443,true,CMH,North America,Columbus,235,7.42
54.187.41.243,443,443,true,SEA,North America,Seattle,222,7.41
52.27.248.9,443,443,true,SEA,North America,Seattle,194,7.41
3.149.29.136,443,443,true,ORD,North America,Chicago,216,7.41
3.142.251.34,443,443,true,ORD,North America,Chicago,215,7.40
3.143.232.153,443,443,true,ORD,North America,Chicago,217,7.39
3.141.3.248,443,443,true,ORD,North America,Chicago,219,7.38
18.225.235.254,443,443,true,ORD,North America,Chicago,219,7.37
67.226.222.99,80,443,true,CMH,North America,Columbus,229,7.36
34.217.37.182,443,443,true,SEA,North America,Seattle,193,7.36
54.200.215.232,443,443,true,SEA,North America,Seattle,194,7.35
35.95.87.127,443,443,true,SEA,North America,Seattle,202,7.35
52.59.113.141,8443,443,true,FRA,Europe,Frankfurt,170,7.35
3.12.152.155,443,443,true,ORD,North America,Chicago,215,7.35
67.226.222.40,80,443,true,CMH,North America,Columbus,219,7.34
35.86.120.116,443,443,true,SEA,North America,Seattle,198,7.34
34.212.171.205,443,443,true,SEA,North America,Seattle,202,7.32
204.110.223.169,80,443,true,CMH,North America,Columbus,219,7.32
18.191.46.12,443,443,true,ORD,North America,Chicago,228,7.30
67.226.223.121,80,443,true,CMH,North America,Columbus,219,7.29
3.139.87.240,443,443,true,ORD,North America,Chicago,219,7.29
54.186.53.146,443,443,true,SEA,North America,Seattle,203,7.28
67.226.222.118,80,443,true,CMH,North America,Columbus,220,7.27
13.51.13.209,8443,443,true,ARN,Europe,Stockholm,178,7.27
204.110.223.113,80,443,true,CMH,North America,Columbus,215,7.27
3.15.12.227,2053,443,true,CMH,North America,Columbus,221,7.26
35.87.246.188,443,443,true,SEA,North America,Seattle,191,7.26
18.224.177.250,443,443,true,CMH,North America,Columbus,214,7.25
18.192.152.35,2053,443,true,FRA,Europe,Frankfurt,170,7.25
67.226.222.180,80,443,true,CMH,North America,Columbus,219,7.23
44.234.57.16,443,443,true,SEA,North America,Seattle,194,7.22
54.188.66.73,443,443,true,SEA,North America,Seattle,197,7.22
52.24.78.138,443,443,true,SEA,North America,Seattle,212,7.21
204.110.220.221,80,443,true,PDX,North America,Portland,204,7.21
3.139.107.152,443,443,true,ORD,North America,Chicago,219,7.21
18.192.214.17,443,443,true,FRA,Europe,Frankfurt,168,7.20
3.144.30.60,443,443,true,ORD,North America,Chicago,219,7.20
34.210.87.37,443,443,true,SEA,North America,Seattle,197,7.20
3.142.134.61,443,443,true,ORD,North America,Chicago,219,7.20
204.110.220.64,80,443,true,PDX,North America,Portland,201,7.19
18.219.195.196,443,443,true,ORD,North America,Chicago,221,7.19
204.110.223.223,80,443,true,CMH,North America,Columbus,220,7.19
204.110.223.180,80,443,true,CMH,North America,Columbus,220,7.18
204.110.223.65,80,443,true,CMH,North America,Columbus,216,7.18
52.36.96.186,443,443,true,SEA,North America,Seattle,202,7.17
52.12.179.221,443,443,true,SEA,North America,Seattle,192,7.16
52.14.132.81,443,443,true,CMH,North America,Columbus,214,7.15
15.223.74.95,2053,443,true,YUL,North America,Montréal,240,7.15
3.133.91.8,443,443,true,ORD,North America,Chicago,216,7.14
3.141.19.34,443,443,true,ORD,North America,Chicago,215,7.14
67.226.222.84,80,443,true,CMH,North America,Columbus,274,7.13
34.208.109.186,443,443,true,SEA,North America,Seattle,230,7.13
35.94.39.22,443,443,true,SEA,North America,Seattle,196,7.12
67.226.222.252,80,443,true,CMH,North America,Columbus,215,7.11
204.110.223.12,80,443,true,CMH,North America,Columbus,215,7.10
54.201.89.211,443,443,true,SEA,North America,Seattle,198,7.08
54.203.70.11,443,443,true,SEA,North America,Seattle,209,7.08
204.110.223.139,443,443,true,CMH,North America,Columbus,215,7.06
52.32.90.142,80,443,true,PDX,North America,Portland,226,7.06
35.88.111.196,443,443,true,SEA,North America,Seattle,201,7.06
34.209.115.182,443,443,true,SEA,North America,Seattle,194,7.05
15.157.59.78,8443,443,true,YUL,North America,Montréal,262,7.05
52.39.105.48,443,443,true,SEA,North America,Seattle,228,7.05
204.110.223.216,80,443,true,CMH,North America,Columbus,219,7.04
67.226.222.253,80,443,true,CMH,North America,Columbus,220,7.04
52.38.255.103,443,443,true,SEA,North America,Seattle,204,7.04
67.226.222.236,80,443,true,CMH,North America,Columbus,217,7.03
204.110.220.224,80,443,true,PDX,North America,Portland,194,7.02
3.145.0.228,443,443,true,ORD,North America,Chicago,219,7.01
35.95.178.68,443,443,true,SEA,North America,Seattle,201,7.00
15.222.245.142,2053,443,true,YUL,North America,Montréal,248,6.98
67.226.222.228,80,443,true,CMH,North America,Columbus,220,6.98
67.226.222.170,80,443,true,CMH,North America,Columbus,221,6.97
204.110.223.153,80,443,true,CMH,North America,Columbus,215,6.97
44.243.170.150,443,443,true,SEA,North America,Seattle,201,6.96
204.110.223.205,443,443,true,CMH,North America,Columbus,217,6.96
3.140.142.249,8443,443,true,CMH,North America,Columbus,215,6.96
67.226.222.134,80,443,true,CMH,North America,Columbus,219,6.96
204.110.223.57,80,443,true,CMH,North America,Columbus,232,6.95
67.226.222.127,80,443,true,CMH,North America,Columbus,215,6.95
44.243.127.218,443,443,true,SEA,North America,Seattle,201,6.95
204.110.223.83,80,443,true,CMH,North America,Columbus,220,6.94
15.157.59.78,2053,443,true,YUL,North America,Montréal,241,6.92
67.226.222.59,80,443,true,CMH,North America,Columbus,216,6.92
67.226.222.95,80,443,true,CMH,North America,Columbus,215,6.92
204.110.223.189,80,443,true,CMH,North America,Columbus,215,6.91
67.226.222.217,80,443,true,CMH,North America,Columbus,216,6.90
67.226.222.63,80,443,true,CMH,North America,Columbus,219,6.90
18.222.166.77,443,443,true,ORD,North America,Chicago,215,6.90
204.110.223.225,443,443,true,CMH,North America,Columbus,242,6.90
67.226.222.100,80,443,true,CMH,North America,Columbus,216,6.90
67.226.222.71,80,443,true,CMH,North America,Columbus,219,6.90
18.218.158.82,443,443,true,ORD,North America,Chicago,219,6.90
44.241.54.108,443,443,true,PDX,North America,Portland,194,6.89
67.226.222.51,80,443,true,CMH,North America,Columbus,215,6.88
67.226.222.227,80,443,true,CMH,North America,Columbus,233,6.88
52.37.173.77,443,443,true,SEA,North America,Seattle,200,6.88
3.15.234.159,443,443,true,ORD,North America,Chicago,219,6.87
67.226.222.239,80,443,true,CMH,North America,Columbus,215,6.87
3.145.140.114,443,443,true,ORD,North America,Chicago,219,6.85
67.226.222.146,80,443,true,CMH,North America,Columbus,219,6.84
67.226.222.121,80,443,true,CMH,North America,Columbus,215,6.84
13.51.13.209,2053,443,true,ARN,Europe,Stockholm,207,6.82
204.110.223.218,80,443,true,CMH,North America,Columbus,215,6.82
67.226.222.11,80,443,true,CMH,North America,Columbus,221,6.82
67.226.222.167,80,443,true,CMH,North America,Columbus,219,6.81
44.242.251.128,443,443,true,SEA,North America,Seattle,193,6.81
204.110.220.155,80,443,true,PDX,North America,Portland,195,6.80
67.226.222.254,80,443,true,CMH,North America,Columbus,220,6.79
67.226.222.245,80,443,true,CMH,North America,Columbus,220,6.79
204.110.223.135,80,443,true,CMH,North America,Columbus,216,6.79
67.226.222.150,80,443,true,CMH,North America,Columbus,220,6.78
67.226.222.233,80,443,true,CMH,North America,Columbus,215,6.78
204.110.223.34,80,443,true,CMH,North America,Columbus,219,6.78
204.110.223.139,80,443,true,CMH,North America,Columbus,217,6.78
3.145.158.255,443,443,true,ORD,North America,Chicago,219,6.76
67.226.222.125,80,443,true,CMH,North America,Columbus,215,6.75
67.226.222.160,80,443,true,CMH,North America,Columbus,219,6.75
3.140.142.249,2053,443,true,CMH,North America,Columbus,219,6.74
67.226.222.55,80,443,true,CMH,North America,Columbus,216,6.73
204.110.223.166,443,443,true,CMH,North America,Columbus,215,6.72
67.226.222.96,80,443,true,CMH,North America,Columbus,215,6.70
67.226.222.2,80,443,true,CMH,North America,Columbus,218,6.69
204.110.223.145,443,443,true,CMH,North America,Columbus,232,6.67
67.226.222.31,80,443,true,CMH,North America,Columbus,219,6.67
13.48.245.19,443,443,true,ARN,Europe,Stockholm,201,6.67
13.61.2.53,2053,443,true,ARN,Europe,Stockholm,179,6.66
67.226.222.74,80,443,true,CMH,North America,Columbus,215,6.66
204.110.223.128,80,443,true,CMH,North America,Columbus,219,6.65
67.226.222.250,80,443,true,CMH,North America,Columbus,215,6.65
34.221.211.160,443,443,true,SEA,North America,Seattle,214,6.65
67.226.222.115,80,443,true,CMH,North America,Columbus,223,6.64
35.93.145.113,443,443,true,SEA,North America,Seattle,201,6.62
67.226.222.156,80,443,true,CMH,North America,Columbus,215,6.62
35.93.160.122,443,443,true,SEA,North America,Seattle,251,6.58
204.110.223.145,80,443,true,CMH,North America,Columbus,216,6.58
204.110.223.166,80,443,true,CMH,North America,Columbus,220,6.58
18.219.192.199,443,443,true,ORD,North America,Chicago,219,6.58
15.156.78.148,2053,443,true,YUL,North America,Montréal,249,6.57
204.110.223.1,80,443,true,CMH,North America,Columbus,218,6.57
204.110.223.78,80,443,true,CMH,North America,Columbus,219,6.57
67.226.222.15,80,443,true,CMH,North America,Columbus,245,6.57
3.123.242.99,443,443,true,FRA,Europe,Frankfurt,170,6.56
67.226.222.246,80,443,true,CMH,North America,Columbus,216,6.56
35.87.216.202,443,443,true,SEA,North America,Seattle,198,6.55
67.226.222.58,80,443,true,CMH,North America,Columbus,216,6.54
35.182.245.126,2053,443,true,YUL,North America,Montréal,243,6.53
204.110.223.41,80,443,true,CMH,North America,Columbus,219,6.53
15.223.1.84,2053,443,true,YUL,North America,Montréal,240,6.53
18.226.226.24,443,443,true,ORD,North America,Chicago,272,6.53
67.226.222.38,80,443,true,CMH,North America,Columbus,219,6.52
44.242.162.92,443,443,true,SEA,North America,Seattle,199,6.51
67.226.222.13,80,443,true,CMH,North America,Columbus,219,6.51
34.214.253.89,443,443,true,SEA,North America,Seattle,216,6.50
18.116.165.80,443,443,true,ORD,North America,Chicago,226,6.50
67.226.222.184,80,443,true,CMH,North America,Columbus,219,6.50
18.194.96.140,443,443,true,FRA,Europe,Frankfurt,183,6.50
204.110.223.118,80,443,true,CMH,North America,Columbus,232,6.49
204.110.223.14,443,443,true,CMH,North America,Columbus,232,6.49
204.110.223.6,80,443,true,CMH,North America,Columbus,219,6.48
67.226.222.208,80,443,true,CMH,North America,Columbus,217,6.48
204.110.223.99,80,443,true,CMH,North America,Columbus,216,6.47
67.226.222.207,80,443,true,CMH,North America,Columbus,228,6.47
204.110.223.134,80,443,true,CMH,North America,Columbus,215,6.47
204.110.221.189,80,443,true,PDX,North America,Portland,200,6.46
67.226.222.206,80,443,true,CMH,North America,Columbus,219,6.46
67.226.222.193,80,443,true,CMH,North America,Columbus,215,6.45
35.183.131.97,443,443,true,YUL,North America,Montréal,250,6.45
15.222.238.6,80,443,true,YUL,North America,Montréal,240,6.45
204.110.223.176,80,443,true,CMH,North America,Columbus,219,6.44
52.60.91.82,80,443,true,YUL,North America,Montréal,267,6.44
99.79.124.26,80,443,true,YUL,North America,Montréal,250,6.44
35.183.246.233,80,443,true,YUL,North America,Montréal,246,6.44
15.222.240.228,80,443,true,YUL,North America,Montréal,247,6.44
204.110.223.233,80,443,true,CMH,North America,Columbus,215,6.43
67.226.222.7,80,443,true,CMH,North America,Columbus,231,6.42
67.226.222.64,80,443,true,CMH,North America,Columbus,215,6.42
15.222.9.58,443,443,true,YUL,North America,Montréal,240,6.42
35.182.225.153,80,443,true,YUL,North America,Montréal,240,6.42
67.226.222.83,80,443,true,CMH,North America,Columbus,215,6.41
35.183.236.99,80,443,true,YUL,North America,Montréal,250,6.40
204.110.223.4,80,443,true,CMH,North America,Columbus,215,6.40
67.226.222.89,80,443,true,CMH,North America,Columbus,220,6.40
67.226.222.85,80,443,true,CMH,North America,Columbus,235,6.39
35.183.99.254,80,443,true,YUL,North America,Montréal,286,6.38
67.226.222.216,80,443,true,CMH,North America,Columbus,216,6.38
35.182.88.211,443,443,true,YUL,North America,Montréal,256,6.36
67.226.222.176,80,443,true,CMH,North America,Columbus,216,6.35
67.226.222.139,80,443,true,CMH,North America,Columbus,219,6.34
67.226.222.181,80,443,true,CMH,North America,Columbus,216,6.29
204.110.223.205,80,443,true,CMH,North America,Columbus,220,6.29
204.110.223.72,80,443,true,CMH,North America,Columbus,215,6.29
34.222.234.236,443,443,true,SEA,North America,Seattle,202,6.29
13.51.79.141,2083,443,true,CPH,Europe,Copenhagen,200,6.28
52.33.39.16,443,443,true,SEA,North America,Seattle,224,6.28
67.226.222.2,443,443,true,CMH,North America,Columbus,216,6.26
204.110.223.88,80,443,true,CMH,North America,Columbus,215,6.26
3.98.54.22,2053,443,true,YUL,North America,Montréal,253,6.25
67.226.222.4,80,443,true,CMH,North America,Columbus,237,6.24
3.15.147.151,2083,443,true,CMH,North America,Columbus,219,6.24
67.226.222.18,80,443,true,CMH,North America,Columbus,219,6.24
67.226.222.249,80,443,true,CMH,North America,Columbus,219,6.24
67.226.222.61,80,443,true,CMH,North America,Columbus,216,6.23
35.93.146.208,443,443,true,DEN,North America,Denver,230,6.23
204.110.223.141,80,443,true,CMH,North America,Columbus,222,6.22
204.110.223.66,80,443,true,CMH,North America,Columbus,219,6.22
204.110.220.3,80,443,true,PDX,North America,Portland,194,6.21
34.215.136.30,443,443,true,SEA,North America,Seattle,202,6.21
67.226.222.231,80,443,true,CMH,North America,Columbus,215,6.21
67.226.222.22,80,443,true,CMH,North America,Columbus,219,6.18
34.209.40.236,443,443,true,SEA,North America,Seattle,213,6.18
35.91.144.223,443,443,true,SEA,North America,Seattle,202,6.16
54.247.36.82,443,443,true,DUB,Europe,Dublin,188,6.12
18.190.127.150,443,443,true,ORD,North America,Chicago,221,6.11
204.110.223.62,80,443,true,CMH,North America,Columbus,216,6.11
67.226.222.70,80,443,true,CMH,North America,Columbus,222,6.08
34.222.32.216,443,443,true,SEA,North America,Seattle,200,6.05
204.110.220.11,443,443,true,PDX,North America,Portland,203,6.04
67.226.222.57,80,443,true,CMH,North America,Columbus,219,6.04
204.110.223.36,80,443,true,CMH,North America,Columbus,219,6.02
204.110.223.239,80,443,true,CMH,North America,Columbus,225,6.00
18.119.156.166,443,443,true,ORD,North America,Chicago,216,6.00
67.226.222.235,80,443,true,CMH,North America,Columbus,216,5.99
204.110.223.23,80,443,true,CMH,North America,Columbus,232,5.97
18.119.26.156,2053,443,true,CMH,North America,Columbus,219,5.97
204.110.223.14,80,443,true,CMH,North America,Columbus,215,5.96
3.99.184.129,443,443,true,YUL,North America,Montréal,247,5.94
67.226.222.215,80,443,true,CMH,North America,Columbus,219,5.93
34.216.221.3,443,443,true,SEA,North America,Seattle,242,5.92
15.222.9.58,80,443,true,YUL,North America,Montréal,247,5.92
16.24.96.56,2053,443,true,MRS,Europe,Marseille,266,5.90
15.222.65.151,80,443,true,YUL,North America,Montréal,239,5.90
67.226.222.187,80,443,true,CMH,North America,Columbus,220,5.90
34.213.125.194,8443,443,true,PDX,North America,Portland,194,5.90
67.226.222.151,80,443,true,CMH,North America,Columbus,219,5.90
3.144.15.167,443,443,true,ORD,North America,Chicago,245,5.89
67.226.222.67,80,443,true,CMH,North America,Columbus,216,5.88
35.183.131.97,80,443,true,YUL,North America,Montréal,250,5.87
13.61.2.53,8443,443,true,ARN,Europe,Stockholm,196,5.85
52.60.73.233,80,443,true,YUL,North America,Montréal,249,5.84
35.183.163.195,80,443,true,YUL,North America,Montréal,243,5.83
54.201.213.6,443,443,true,SEA,North America,Seattle,223,5.83
18.192.152.35,8443,443,true,FRA,Europe,Frankfurt,172,5.82
3.16.30.214,443,443,true,ORD,North America,Chicago,215,5.82
16.24.96.56,8443,443,true,MRS,Europe,Marseille,267,5.81
35.183.37.54,80,443,true,YUL,North America,Montréal,249,5.81
35.182.7.190,443,443,true,YUL,North America,Montréal,241,5.80
35.183.99.254,443,443,true,YUL,North America,Montréal,242,5.80
35.92.10.12,443,443,true,SEA,North America,Seattle,197,5.79
67.226.222.86,80,443,true,CMH,North America,Columbus,219,5.78
15.156.203.151,8443,443,true,DFW,North America,Dallas,259,5.76
67.226.222.75,80,443,true,CMH,North America,Columbus,215,5.75
35.183.163.195,443,443,true,YUL,North America,Montréal,251,5.74
3.99.142.49,80,443,true,YUL,North America,Montréal,249,5.74
204.110.223.191,80,443,true,CMH,North America,Columbus,219,5.67
35.182.88.211,80,443,true,YUL,North America,Montréal,270,5.63
18.188.219.82,443,443,true,ORD,North America,Chicago,221,5.63
3.96.210.64,443,443,true,YUL,North America,Montréal,293,5.58
204.110.220.196,80,443,true,PDX,North America,Portland,195,5.55
3.96.148.135,80,443,true,YUL,North America,Montréal,247,5.53
3.96.202.217,80,443,true,YUL,North America,Montréal,250,5.52
52.36.211.169,443,443,true,SEA,North America,Seattle,199,5.52
35.90.64.1,443,443,true,SEA,North America,Seattle,202,5.51
3.96.210.64,80,443,true,YUL,North America,Montréal,249,5.45
18.236.13.188,443,443,true,PDX,North America,Portland,194,5.42
18.218.69.200,443,443,true,ORD,North America,Chicago,216,5.40
3.144.116.61,443,443,true,ORD,North America,Chicago,248,5.39
13.53.51.77,8080,443,true,ARN,Europe,Stockholm,199,5.39
204.110.223.92,80,443,true,CMH,North America,Columbus,216,5.31
3.99.185.215,443,443,true,YUL,North America,Montréal,247,5.28
3.96.148.135,443,443,true,YUL,North America,Montréal,250,5.28
3.99.169.153,443,443,true,YUL,North America,Montréal,243,5.27
3.137.199.109,443,443,true,ORD,North America,Chicago,221,5.24
18.236.13.188,80,443,true,PDX,North America,Portland,192,5.20
18.119.26.156,443,443,true,CMH,North America,Columbus,219,5.19
3.76.252.221,2083,443,true,FRA,Europe,Frankfurt,180,5.19
15.222.46.25,443,443,true,YUL,North America,Montréal,240,5.18
3.76.210.181,8443,443,true,FRA,Europe,Frankfurt,173,5.18
67.226.222.30,80,443,true,CMH,North America,Columbus,220,5.13
3.24.174.233,443,443,true,SYD,Oceania,Sydney,94,5.11
16.24.82.102,2096,443,true,CDG,Europe,Paris,261,4.96
204.110.223.92,443,443,true,CMH,North America,Columbus,220,4.93
204.110.223.154,80,443,true,CMH,North America,Columbus,233,4.91
35.94.145.56,443,443,true,SEA,North America,Seattle,200,4.90
3.19.73.152,443,443,true,ORD,North America,Chicago,232,4.84
3.96.151.179,443,443,true,YUL,North America,Montréal,251,4.77
67.226.222.104,80,443,true,CMH,North America,Columbus,228,4.72
3.28.222.212,2053,443,true,MRS,Europe,Marseille,270,4.68
18.222.159.56,443,443,true,ORD,North America,Chicago,227,4.66
3.28.222.212,8443,443,true,MRS,Europe,Marseille,276,4.63
67.226.222.166,80,443,true,CMH,North America,Columbus,254,4.60
3.96.211.21,80,443,true,YUL,North America,Montréal,240,4.55
35.88.112.247,443,443,true,SEA,North America,Seattle,200,4.52
18.224.15.86,443,443,true,ORD,North America,Chicago,221,4.51
18.221.235.200,443,443,true,ORD,North America,Chicago,222,4.44
