IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
18.183.206.210,8080,80,false,NRT,Asia Pacific,Tokyo,71,0.00
54.150.75.95,2052,80,false,NRT,Asia Pacific,Tokyo,71,0.00
3.112.33.164,8080,80,false,NRT,Asia Pacific,Tokyo,71,0.00
35.78.207.57,8080,80,false,NRT,Asia Pacific,Tokyo,71,0.00
35.76.112.114,8080,80,false,NRT,Asia Pacific,Tokyo,71,0.00
13.115.4.98,8080,80,false,NRT,Asia Pacific,Tokyo,71,0.00
18.181.180.235,8080,80,false,NRT,Asia Pacific,Tokyo,72,0.00
18.183.151.129,8080,80,false,NRT,Asia Pacific,Tokyo,72,0.00
13.231.126.21,8080,80,false,NRT,Asia Pacific,Tokyo,72,0.00
13.231.24.195,8080,80,false,NRT,Asia Pacific,Tokyo,72,0.00
54.178.186.141,8080,80,false,NRT,Asia Pacific,Tokyo,72,0.00
35.78.188.216,8080,80,false,NRT,Asia Pacific,Tokyo,72,0.00
43.207.61.114,8080,80,false,NRT,Asia Pacific,Tokyo,73,0.00
3.112.35.252,8080,80,false,NRT,Asia Pacific,Tokyo,73,0.00
52.195.145.38,8080,80,false,NRT,Asia Pacific,Tokyo,73,0.00
35.78.205.151,8080,80,false,NRT,Asia Pacific,Tokyo,74,0.00
13.231.16.142,8080,80,false,NRT,Asia Pacific,Tokyo,74,0.00
35.78.173.226,8080,80,false,NRT,Asia Pacific,Tokyo,74,0.00
18.181.248.239,8080,80,false,NRT,Asia Pacific,Tokyo,74,0.00
54.238.38.227,8080,80,false,NRT,Asia Pacific,Tokyo,75,0.00
54.150.195.218,80,80,false,NRT,Asia Pacific,Tokyo,75,0.00
43.207.218.124,8080,80,false,NRT,Asia Pacific,Tokyo,75,0.00
35.75.218.139,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
35.77.211.140,8080,80,false,NRT,Asia Pacific,Tokyo,76,0.00
18.183.193.12,8080,80,false,NRT,Asia Pacific,Tokyo,76,0.00
43.207.206.12,8080,80,false,NRT,Asia Pacific,Tokyo,76,0.00
18.183.113.252,8080,80,false,NRT,Asia Pacific,Tokyo,77,0.00
18.176.35.171,2053,80,false,NRT,Asia Pacific,Tokyo,79,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,79,0.00
3.112.54.28,8080,80,false,NRT,Asia Pacific,Tokyo,80,0.00
35.78.196.181,8080,80,false,NRT,Asia Pacific,Tokyo,80,0.00
43.207.52.209,8080,80,false,NRT,Asia Pacific,Tokyo,80,0.00
43.207.167.49,8080,80,false,NRT,Asia Pacific,Tokyo,82,0.00
18.183.240.246,8080,80,false,NRT,Asia Pacific,Tokyo,82,0.00
52.79.235.86,80,80,false,ICN,Asia Pacific,Seoul,83,0.00
35.78.251.178,8080,80,false,NRT,Asia Pacific,Tokyo,84,0.00
15.165.63.136,2053,80,false,ICN,Asia Pacific,Seoul,84,0.00
54.248.148.153,8080,80,false,NRT,Asia Pacific,Tokyo,86,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,87,0.00
54.95.80.220,8080,80,false,NRT,Asia Pacific,Tokyo,87,0.00
43.207.206.245,8080,80,false,NRT,Asia Pacific,Tokyo,87,0.00
35.78.173.26,8080,80,false,NRT,Asia Pacific,Tokyo,88,0.00
54.248.22.36,8080,80,false,NRT,Asia Pacific,Tokyo,89,0.00
13.114.220.250,8080,80,false,NRT,Asia Pacific,Tokyo,90,0.00
54.253.222.7,2082,80,false,SYD,Oceania,Sydney,92,0.00
54.79.208.59,2052,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2095,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2053,80,false,SYD,Oceania,Sydney,92,0.00
52.64.153.64,2095,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2082,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2087,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2095,80,false,SYD,Oceania,Sydney,92,0.00
52.62.216.87,2087,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2052,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2087,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,93,0.00
54.79.10.40,2087,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2053,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.79.129.232,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.79.176.136,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2096,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2053,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.79.10.40,2095,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2082,80,false,SYD,Oceania,Sydney,93,0.00
54.79.129.232,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.184.139,2096,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2087,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.107.45.216,8080,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,93,0.00
52.65.184.139,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.153.146.155,2087,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2053,80,false,SYD,Oceania,Sydney,93,0.00
54.79.129.232,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2086,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,93,0.00
52.65.184.139,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2095,80,false,SYD,Oceania,Sydney,93,0.00
3.105.36.23,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.24.229.42,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2082,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.24.11.240,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,94,0.00
54.252.91.41,2087,80,false,SYD,Oceania,Sydney,94,0.00
3.105.65.61,2095,80,false,SYD,Oceania,Sydney,94,0.00
3.105.12.136,2096,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2083,80,false,SYD,Oceania,Sydney,94,0.00
54.252.91.41,2082,80,false,SYD,Oceania,Sydney,94,0.00
3.105.12.136,2052,80,false,SYD,Oceania,Sydney,94,0.00
54.253.222.7,2086,80,false,SYD,Oceania,Sydney,94,0.00
54.252.91.41,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2083,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2053,80,false,SYD,Oceania,Sydney,94,0.00
54.79.197.209,2095,80,false,SYD,Oceania,Sydney,94,0.00
3.105.65.61,2086,80,false,SYD,Oceania,Sydney,94,0.00
54.253.222.7,2053,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2082,80,false,SYD,Oceania,Sydney,94,0.00
54.79.197.209,2082,80,false,SYD,Oceania,Sydney,94,0.00
54.79.10.40,2096,80,false,SYD,Oceania,Sydney,94,0.00
54.252.91.41,2086,80,false,SYD,Oceania,Sydney,94,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2095,80,false,SYD,Oceania,Sydney,95,0.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,95,0.00
52.65.52.144,2083,80,false,SYD,Oceania,Sydney,96,0.00
3.105.24.122,2086,80,false,SYD,Oceania,Sydney,96,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,96,0.00
3.105.185.150,2053,80,false,SYD,Oceania,Sydney,97,0.00
54.79.190.249,2053,80,false,SYD,Oceania,Sydney,97,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,98,0.00
13.209.22.185,80,80,false,ICN,Asia Pacific,Seoul,98,0.00
15.165.63.136,2052,80,false,ICN,Asia Pacific,Seoul,98,0.00
15.165.63.136,2095,80,false,ICN,Asia Pacific,Seoul,99,0.00
54.79.190.249,2087,80,false,SYD,Oceania,Sydney,100,0.00
54.253.222.7,2096,80,false,SYD,Oceania,Sydney,102,0.00
54.253.222.7,2052,80,false,SYD,Oceania,Sydney,102,0.00
54.66.80.167,2096,80,false,SYD,Oceania,Sydney,102,0.00
13.55.238.1,2096,80,false,SYD,Oceania,Sydney,103,0.00
54.66.80.167,2083,80,false,SYD,Oceania,Sydney,104,0.00
52.62.216.87,2096,80,false,SYD,Oceania,Sydney,106,0.00
96.0.147.114,443,80,false,MNL,Asia Pacific,Manila,110,0.00
96.0.147.240,80,80,false,MNL,Asia Pacific,Manila,110,0.00
96.0.147.35,80,80,false,MNL,Asia Pacific,Manila,110,0.00
96.0.147.114,80,80,false,MNL,Asia Pacific,Manila,111,0.00
176.116.21.108,2083,80,false,LHR,Europe,London,153,0.00
176.116.21.131,2052,80,false,LHR,Europe,London,153,0.00
176.116.21.82,2083,80,false,LHR,Europe,London,153,0.00
176.116.21.109,2053,80,false,LHR,Europe,London,153,0.00
176.116.21.19,2082,80,false,LHR,Europe,London,153,0.00
176.116.21.132,2095,80,false,LHR,Europe,London,153,0.00
176.116.21.103,2086,80,false,LHR,Europe,London,153,0.00
176.116.21.137,2086,80,false,LHR,Europe,London,153,0.00
176.116.21.75,2052,80,false,LHR,Europe,London,153,0.00
176.116.21.89,2095,80,false,LHR,Europe,London,153,0.00
176.116.21.100,2052,80,false,LHR,Europe,London,153,0.00
176.116.21.88,2082,80,false,LHR,Europe,London,153,0.00
176.116.21.140,2095,80,false,LHR,Europe,London,153,0.00
176.116.21.123,2082,80,false,LHR,Europe,London,153,0.00
176.116.21.127,2087,80,false,LHR,Europe,London,154,0.00
176.116.21.84,2096,80,false,LHR,Europe,London,154,0.00
176.116.21.220,2095,80,false,LHR,Europe,London,154,0.00
176.116.21.180,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.102,2095,80,false,LHR,Europe,London,154,0.00
176.116.21.127,2083,80,false,LHR,Europe,London,154,0.00
176.116.21.175,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.127,2096,80,false,LHR,Europe,London,154,0.00
176.116.21.124,2087,80,false,LHR,Europe,London,154,0.00
176.116.21.104,2087,80,false,LHR,Europe,London,154,0.00
176.116.21.108,2095,80,false,LHR,Europe,London,154,0.00
176.116.21.121,2052,80,false,LHR,Europe,London,154,0.00
176.116.21.232,2053,80,false,LHR,Europe,London,154,0.00
176.116.21.104,2096,80,false,LHR,Europe,London,154,0.00
176.116.21.104,2086,80,false,LHR,Europe,London,154,0.00
3.9.174.132,80,80,false,LHR,Europe,London,154,0.00
176.116.21.104,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.180,2083,80,false,LHR,Europe,London,154,0.00
176.116.21.185,2096,80,false,LHR,Europe,London,154,0.00
176.116.21.127,2052,80,false,LHR,Europe,London,154,0.00
176.116.21.186,2096,80,false,LHR,Europe,London,154,0.00
176.116.21.75,2053,80,false,LHR,Europe,London,154,0.00
176.116.21.131,2083,80,false,LHR,Europe,London,154,0.00
176.116.21.74,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.73,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.32,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.132,2096,80,false,LHR,Europe,London,154,0.00
176.116.21.124,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.75,2082,80,false,LHR,Europe,London,154,0.00
176.116.21.151,2086,80,false,LHR,Europe,London,154,0.00
176.116.21.77,2086,80,false,LHR,Europe,London,154,0.00
176.116.21.100,2087,80,false,LHR,Europe,London,155,0.00
176.116.21.32,2083,80,false,LHR,Europe,London,155,0.00
176.116.21.182,2095,80,false,LHR,Europe,London,155,0.00
176.116.21.32,2095,80,false,LHR,Europe,London,155,0.00
176.116.21.101,2052,80,false,LHR,Europe,London,155,0.00
176.116.21.77,2087,80,false,LHR,Europe,London,155,0.00
176.116.21.142,2087,80,false,LHR,Europe,London,155,0.00
176.116.21.124,2053,80,false,LHR,Europe,London,155,0.00
176.116.21.41,2086,80,false,LHR,Europe,London,155,0.00
176.116.21.32,2087,80,false,LHR,Europe,London,155,0.00
176.116.21.142,2053,80,false,LHR,Europe,London,155,0.00
176.116.21.141,2095,80,false,LHR,Europe,London,155,0.00
176.116.21.93,2087,80,false,LHR,Europe,London,155,0.00
176.116.21.153,2086,80,false,LHR,Europe,London,155,0.00
176.116.21.159,2082,80,false,LHR,Europe,London,155,0.00
176.116.21.116,2083,80,false,LHR,Europe,London,155,0.00
176.116.21.124,2086,80,false,LHR,Europe,London,155,0.00
176.116.21.98,2052,80,false,LHR,Europe,London,155,0.00
176.116.21.184,2087,80,false,LHR,Europe,London,155,0.00
176.116.21.100,2086,80,false,LHR,Europe,London,155,0.00
176.116.21.116,2053,80,false,LHR,Europe,London,156,0.00
176.116.21.136,2087,80,false,LHR,Europe,London,159,0.00
176.116.21.96,2095,80,false,LHR,Europe,London,159,0.00
15.236.116.199,2086,80,false,CDG,Europe,Paris,159,0.00
176.116.21.94,2053,80,false,LHR,Europe,London,159,0.00
3.11.252.121,80,80,false,LHR,Europe,London,159,0.00
176.116.21.86,2086,80,false,LHR,Europe,London,159,0.00
176.116.21.32,2053,80,false,LHR,Europe,London,159,0.00
13.36.63.124,2052,80,false,CDG,Europe,Paris,159,0.00
176.116.21.141,2082,80,false,LHR,Europe,London,160,0.00
176.116.21.137,2096,80,false,LHR,Europe,London,160,0.00
13.36.63.124,2086,80,false,CDG,Europe,Paris,160,0.00
176.116.21.132,2053,80,false,LHR,Europe,London,160,0.00
176.116.21.75,2086,80,false,LHR,Europe,London,160,0.00
13.36.24.111,2086,80,false,CDG,Europe,Paris,160,0.00
176.116.21.226,2086,80,false,LHR,Europe,London,160,0.00
176.116.21.107,2096,80,false,LHR,Europe,London,160,0.00
176.116.21.74,2095,80,false,LHR,Europe,London,160,0.00
176.116.21.74,2086,80,false,LHR,Europe,London,160,0.00
176.116.21.87,2052,80,false,LHR,Europe,London,160,0.00
176.116.21.140,2096,80,false,LHR,Europe,London,160,0.00
13.36.63.124,2082,80,false,CDG,Europe,Paris,160,0.00
176.116.21.129,2087,80,false,LHR,Europe,London,160,0.00
176.116.21.84,2086,80,false,LHR,Europe,London,160,0.00
13.36.162.145,2052,80,false,CDG,Europe,Paris,160,0.00
176.116.21.19,2096,80,false,LHR,Europe,London,160,0.00
176.116.21.140,2086,80,false,LHR,Europe,London,160,0.00
176.116.21.136,2096,80,false,LHR,Europe,London,161,0.00
176.116.21.136,2083,80,false,LHR,Europe,London,161,0.00
176.116.21.19,2095,80,false,LHR,Europe,London,161,0.00
176.116.21.159,2052,80,false,LHR,Europe,London,161,0.00
13.36.162.145,2053,80,false,CDG,Europe,Paris,161,0.00
176.116.21.146,2095,80,false,LHR,Europe,London,161,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,161,0.00
176.116.21.88,2052,80,false,LHR,Europe,London,161,0.00
176.116.21.220,2087,80,false,LHR,Europe,London,161,0.00
176.116.21.137,2087,80,false,LHR,Europe,London,161,0.00
176.116.21.102,2087,80,false,LHR,Europe,London,161,0.00
176.116.21.75,2095,80,false,LHR,Europe,London,161,0.00
13.40.128.14,8443,443,true,LHR,Europe,London,161,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,161,0.00
176.116.21.131,2053,80,false,LHR,Europe,London,161,0.00
13.36.253.240,2083,80,false,CDG,Europe,Paris,161,0.00
176.116.21.100,2082,80,false,LHR,Europe,London,161,0.00
35.179.75.221,2053,80,false,ORD,North America,Chicago,161,0.00
176.116.21.152,2096,80,false,LHR,Europe,London,161,0.00
176.116.21.157,2087,80,false,LHR,Europe,London,161,0.00
176.116.21.101,2083,80,false,LHR,Europe,London,161,0.00
176.116.21.152,2086,80,false,LHR,Europe,London,161,0.00
176.116.21.124,2096,80,false,LHR,Europe,London,161,0.00
15.188.168.174,2096,80,false,CDG,Europe,Paris,161,0.00
15.188.168.174,2086,80,false,CDG,Europe,Paris,161,0.00
176.116.21.101,2053,80,false,LHR,Europe,London,161,0.00
176.116.21.148,2082,80,false,LHR,Europe,London,161,0.00
176.116.21.138,2083,80,false,LHR,Europe,London,161,0.00
13.36.63.124,2053,80,false,CDG,Europe,Paris,161,0.00
176.116.21.157,2086,80,false,LHR,Europe,London,161,0.00
176.116.21.180,2086,80,false,LHR,Europe,London,161,0.00
15.188.168.174,2082,80,false,CDG,Europe,Paris,161,0.00
176.116.21.141,2096,80,false,LHR,Europe,London,161,0.00
13.36.162.145,2096,80,false,CDG,Europe,Paris,161,0.00
176.116.21.103,2095,80,false,LHR,Europe,London,161,0.00
176.116.21.88,2083,80,false,LHR,Europe,London,161,0.00
176.116.21.175,2096,80,false,LHR,Europe,London,161,0.00
176.116.21.134,2087,80,false,LHR,Europe,London,161,0.00
176.116.21.40,2087,80,false,LHR,Europe,London,162,0.00
176.116.21.80,2087,80,false,LHR,Europe,London,162,0.00
176.116.21.152,2053,80,false,LHR,Europe,London,162,0.00
176.116.21.98,2086,80,false,LHR,Europe,London,162,0.00
176.116.21.85,2053,80,false,LHR,Europe,London,162,0.00
176.116.21.141,2053,80,false,LHR,Europe,London,162,0.00
176.116.21.180,2095,80,false,LHR,Europe,London,162,0.00
13.36.24.111,2052,80,false,CDG,Europe,Paris,162,0.00
15.236.116.199,2095,80,false,CDG,Europe,Paris,162,0.00
176.116.21.36,2095,80,false,LHR,Europe,London,162,0.00
176.116.21.127,2086,80,false,LHR,Europe,London,162,0.00
176.116.21.127,2082,80,false,LHR,Europe,London,162,0.00
13.36.253.240,2096,80,false,CDG,Europe,Paris,163,0.00
176.116.21.100,2083,80,false,LHR,Europe,London,163,0.00
176.116.21.140,2053,80,false,LHR,Europe,London,163,0.00
176.116.21.81,2096,80,false,LHR,Europe,London,163,0.00
16.63.251.69,2096,80,false,ZRH,Europe,Zurich,163,0.00
176.116.21.81,2087,80,false,LHR,Europe,London,163,0.00
176.116.21.83,2095,80,false,LHR,Europe,London,163,0.00
176.116.21.108,2096,80,false,LHR,Europe,London,163,0.00
176.116.21.220,2083,80,false,LHR,Europe,London,163,0.00
13.36.24.111,2096,80,false,CDG,Europe,Paris,163,0.00
176.116.21.95,2095,80,false,LHR,Europe,London,163,0.00
176.116.21.36,2082,80,false,LHR,Europe,London,163,0.00
176.116.21.97,2083,80,false,LHR,Europe,London,163,0.00
176.116.21.101,2095,80,false,LHR,Europe,London,163,0.00
176.116.21.132,2082,80,false,LHR,Europe,London,163,0.00
15.237.226.38,2096,443,true,CDG,Europe,Paris,163,0.00
176.116.21.220,2052,80,false,LHR,Europe,London,163,0.00
176.116.21.104,2053,80,false,LHR,Europe,London,163,0.00
16.63.33.251,2053,80,false,ZRH,Europe,Zurich,163,0.00
176.116.21.100,2096,80,false,LHR,Europe,London,163,0.00
176.116.21.100,2095,80,false,LHR,Europe,London,163,0.00
176.116.21.152,2083,80,false,LHR,Europe,London,163,0.00
176.116.21.133,2052,80,false,LHR,Europe,London,164,0.00
176.116.21.152,2082,80,false,LHR,Europe,London,164,0.00
16.63.33.251,2083,80,false,ZRH,Europe,Zurich,164,0.00
16.63.55.49,2087,80,false,ZRH,Europe,Zurich,164,0.00
176.116.21.152,2095,80,false,LHR,Europe,London,164,0.00
16.63.251.69,2095,80,false,ZRH,Europe,Zurich,164,0.00
13.36.162.145,2082,80,false,CDG,Europe,Paris,164,0.00
13.36.63.124,2087,80,false,CDG,Europe,Paris,164,0.00
13.36.162.145,2086,80,false,CDG,Europe,Paris,164,0.00
16.63.55.49,2086,80,false,ZRH,Europe,Zurich,164,0.00
176.116.21.161,2053,80,false,LHR,Europe,London,164,0.00
176.116.21.105,2087,80,false,LHR,Europe,London,164,0.00
176.116.21.41,2053,80,false,LHR,Europe,London,164,0.00
176.116.21.82,2086,80,false,LHR,Europe,London,164,0.00
16.63.55.49,2096,80,false,ZRH,Europe,Zurich,164,0.00
16.63.55.49,2052,80,false,ZRH,Europe,Zurich,165,0.00
176.116.21.78,2083,80,false,LHR,Europe,London,165,0.00
13.36.162.145,2083,80,false,CDG,Europe,Paris,165,0.00
13.37.165.175,2053,80,false,CDG,Europe,Paris,165,0.00
16.63.251.69,2052,80,false,ZRH,Europe,Zurich,165,0.00
176.116.21.141,2086,80,false,LHR,Europe,London,165,0.00
16.63.251.69,2087,80,false,ZRH,Europe,Zurich,165,0.00
13.36.24.111,2087,80,false,CDG,Europe,Paris,165,0.00
176.116.21.19,2052,80,false,LHR,Europe,London,165,0.00
176.116.21.102,2082,80,false,LHR,Europe,London,165,0.00
176.116.21.103,2087,80,false,LHR,Europe,London,165,0.00
176.116.21.74,2087,80,false,LHR,Europe,London,165,0.00
15.160.252.181,2095,80,false,MXP,Europe,Milan,165,0.00
176.116.21.180,2053,80,false,LHR,Europe,London,165,0.00
176.116.21.175,2095,80,false,LHR,Europe,London,165,0.00
15.161.216.233,2087,80,false,MXP,Europe,Milan,165,0.00
176.116.21.153,2095,80,false,LHR,Europe,London,165,0.00
176.116.21.123,2086,80,false,LHR,Europe,London,165,0.00
176.116.21.220,2096,80,false,LHR,Europe,London,165,0.00
176.116.21.140,2083,80,false,LHR,Europe,London,165,0.00
176.116.21.91,2052,80,false,LHR,Europe,London,165,0.00
15.161.74.249,2052,80,false,MXP,Europe,Milan,166,0.00
13.36.253.240,2086,80,false,CDG,Europe,Paris,166,0.00
176.116.21.175,2083,80,false,LHR,Europe,London,166,0.00
176.116.21.157,2082,80,false,LHR,Europe,London,166,0.00
176.116.21.75,2096,80,false,LHR,Europe,London,166,0.00
176.116.21.142,2086,80,false,LHR,Europe,London,166,0.00
